常看,#genre#
新视觉,http://116.199.5.52:8114/00000000/index.m3u8?3Fsv_chan_hls_se_idx=75&FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=&Pcontent_id=.m3u8
五星体育,http://111.40.196.25/PLTV/88888888/224/3221225503/index.m3u8#http://140.207.241.3:8080/live/program/live/ssty/4000000/mnf.m3u8
央视,#genre#
CCTV-2财经,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226224/index.m3u8#http://111.12.102.68:6610/PLTV/77777777/224/3221225676/index.m3u8?#http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225923/index.m3u8#http://39.134.39.39/PLTV/88888888/224/3221226220/index.m3u8#http://116.199.5.52:8114/00000000/index.m3u8?3Fsv_chan_hls_se_idx=10&FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=&Pcontent_id=.m3u8
CCTV-3综艺,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226397/index.m3u8#http://223.110.245.165/ott.js.chinamobile.com/PLTV/3/224/3221225588/index.m3u8#http://39.134.39.39/PLTV/88888888/224/3221226251/index.m3u8#http://111.12.102.68:6610/PLTV/77777777/224/3221225677/index.m3u8?
CCTV-6电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226393/index.m3u8#http://39.134.39.39/PLTV/88888888/224/3221226226/index.m3u8
CCTV-7国防军事,http://111.12.102.68:6610/PLTV/77777777/224/3221225627/index.m3u8?#http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226803/index.m3u8#http://223.110.243.147/ott.js.chinamobile.com/PLTV/3/224/3221227690/index.m3u8#http://39.135.138.60:18890/PLTV/88888910/224/3221225624/index.m3u8#http://39.134.39.39/PLTV/88888888/224/3221226255/index.m3u8
CCTV-8电视剧,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226391/index.m3u8#http://223.110.243.171/PLTV/3/224/3221227204/index.m3u8#http://39.134.39.39/PLTV/88888888/224/3221226257/index.m3u8#http://111.12.102.68:6610/PLTV/77777777/224/3221225630/index.m3u8?
CCTV-9纪录,http://111.12.102.68:6610/PLTV/77777777/224/3221225633/index.m3u8?#http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225929/index.m3u8#http://223.110.243.160/ott.js.chinamobile.com/PLTV/3/224/3221227704/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225626/index.m3u8#http://39.134.39.39/PLTV/88888888/224/3221226259/index.m3u8
CCTV-10科教,http://223.110.243.148/ott.js.chinamobile.com/PLTV/3/224/3221227717/index.m3u8#http://39.135.138.58:18890/PLTV/88888910/224/3221225627/index.m3u8#http://39.134.39.39/PLTV/88888888/224/3221226228/index.m3u8#http://111.12.102.68:6610/PLTV/77777777/224/3221225624/index.m3u8?
CCTV-12法制,http://223.110.243.148/ott.js.chinamobile.com/PLTV/3/224/3221227655/index.m3u8#http://39.134.39.39/PLTV/88888888/224/3221226230/index.m3u8#http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225816/index.m3u8#http://111.12.102.68:6610/PLTV/77777777/224/3221225670/index.m3u8?
纪录,#genre#
求索纪录,http://39.135.135.70/PLTV/88888888/224/3221225713/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225713/index.m3u8
求索纪录,http://39.134.66.66/PLTV/88888888/224/3221225713/index.m3u8 
求索纪录,http://117.148.187.46/PLTV/88888888/224/3221226610/index.m3u8
求索纪录,http://39.134.176.148/PLTV/88888888/224/3221226610/index.m3u8 
求索生活,http://39.134.66.66/PLTV/88888888/224/3221225715/index.m3u8 
求索生活,http://39.134.176.148/PLTV/88888888/224/3221226606/index.m3u8 
求索生活,http://112.17.40.36:80/PLTV/88888888/224/3221226606/1.m3u8
求索动物,http://39.134.66.66/PLTV/88888888/224/3221225730/index.m3u8 
求索动物,http://39.134.176.148/PLTV/88888888/224/3221226695/index.m3u8
求索动物,http://112.17.40.140/PLTV/88888888/224/3221226695/index.m3u8
求索科学,http://39.134.176.148/PLTV/88888888/224/3221226608/index.m3u8 
求索科学,http://39.134.66.66/PLTV/88888888/224/3221225728/index.m3u8 
求索科学,http://112.17.40.200/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228975/01.m3u8?fmt=ts2hls
求索科学,http://112.17.40.143:80/PLTV/88888888/224/3221226608/1.m3u8
精品纪录,http://112.17.40.13:80/PLTV/88888888/224/3221226360/1.m3u8
精品纪录,http://112.17.40.147/PLTV/88888888/224/3221226360/index.m3u8
探索纪实,http://39.134.176.253/PLTV/88888888/224/3221226179/index.m3u8
探索纪实,http://125.210.152.21:9120/live/TSJL.m3u8 
纪实人文,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226958/index.m3u8
纪实人文,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225946/index.m3u8
纪实人文,http://111.12.102.68:6610/PLTV/77777777/224/3221225688/index.m3u8?
纪实人文,http://39.134.115.163:8080/PLTV/88888910/224/3221225655/index.m3u8
金鹰纪实1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226975/index.m3u8
金鹰纪实1080,http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226937/index.m3u8
影视,#genre#
CHC家庭影院,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226462/index.m3u8#http://39.134.18.65/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226462/1.m3u8
CHC高清电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226463/index.m3u8#http://39.134.18.68/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226463/1.m3u8
CHC动作电影,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226465/index.m3u8#http://116.199.5.52:8114/00000000/index.m3u8?3Fsv_chan_hls_se_idx=119&FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=&Pcontent_id=.m3u8#http://39.134.18.66/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226465/1.m3u8
CBN每日影院,http://116.199.5.52:8114/00000000/index.m3u8?3Fsv_chan_hls_se_idx=71&FvSeid=1&Fsv_ctype=LIVES&Fsv_otype=1&Provider_id=&Pcontent_id=.m3u8
东方影视,http://39.134.39.39/PLTV/88888888/224/3221226189/index.m3u8
云南影视,http://39.130.215.166:6410/gitv_live/G_YNTV-5-HD/G_YNTV-5-HD.m3u8
杭州影视,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229377/index.m3u8
河东影视,http://jsylivealone302.iqilu.com/live/hedong_tv01.m3u8
NEW TV剧场,http://39.134.66.66/PLTV/88888888/224/3221225682/index.m3u8
NEW TV悬疑,http://39.134.66.66/PLTV/88888888/224/3221225553/index.m3u8
NEW TV喜剧,http://39.134.66.66/PLTV/88888888/224/3221225533/index.m3u8
NEW TV大剧,http://39.134.66.66/PLTV/88888888/224/3221225536/index.m3u8
NEW TV电影,http://39.134.66.66/PLTV/88888888/224/3221225644/index.m3u8
NEW TV电视剧,http://39.134.66.66/PLTV/88888888/224/3221225637/index.m3u8
NEW TV广东,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225791/index.m3u8
黑莓电影,http://39.134.66.66/PLTV/88888888/224/3221225523/index.m3u8
KiD电影,http://101.71.255.229:6610/zjhs/2/10037/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
Best电影,http://101.71.255.229:6610/zjhs/2/10052/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
邵氏老电影,http://42.56.91.136/live-bvc/164219/live_97065163_17925468.m3u8
欧美影院 ,http://39.134.176.151/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228384/01.m3u8?fmt=ts2hls
精品剧场 ,http://39.134.176.160/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228360/01.m3u8?fmt=ts2hls
卫视,#genre#
湖南卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226211/index.m3u8#http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221226935/index.m3u8
江苏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8#http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225930/index.m3u8
浙江卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226199/index.m3u8#http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225934/index.m3u8
东方卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226217/index.m3u8#http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225936/index.m3u8
北京卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226222/index.m3u8#http://39.135.53.199/ott.fj.chinamobile.com/PLTV/88888888/224/3221225937/index.m3u8
湖南卫视,http://39.134.168.91/PLTV/1/224/3221225518/index.m3u8
湖南卫视,http://39.134.198.32:6410/yst.live.scmobile.com/otvzte.scmcc.com.cNF/ysten-businessmbble/live/hunanstv/1.m3u8?IASHttpSessionId=0=$FHD
湖南卫视,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/hunanstv/index.m3u8?IAS$8M四川
湖南卫视,http://39.134.168.91/PLTV/1/224/3221225516/index.m3u8
东方卫视,http://39.134.168.91/PLTV/1/224/3221225504/index.m3u8
东方卫视,http://39.134.168.91/PLTV/1/224/3221225506/index.m3u8
东方卫视,http://39.134.198.32:6410/yst.live.scmobile.com/otvzte.scmcc.com.cNF/ysten-businessmbble/live/dongfangstv/1.m3u8?IASHttpSessionId=0=$FHD
东方卫视,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/dongfangstv/index.m3u8?IAS$8M四川
东方卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225659/index.m3u8
浙江卫视,http://39.134.168.91/PLTV/1/224/3221225520/index.m3u8
浙江卫视,http://39.134.168.91/PLTV/1/224/3221225522/index.m3u8
浙江卫视,http://39.134.198.32:6410/yst.live.scmobile.com/otvzte.scmcc.com.cNF/ysten-businessmbble/live/zhejiangstv/1.m3u8?IASHttpSessionId=0=$FHD
浙江卫视,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/zhejiangstv/index.m3u8?IAS$8M四川
浙江卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225703/index.m3u8
江苏卫视,http://39.134.168.91/PLTV/1/224/3221225512/index.m3u8
江苏卫视,http://39.134.168.91/PLTV/1/224/3221225514/index.m3u8
江苏卫视,http://39.134.198.32:6410/yst.live.scmobile.com/otvzte.scmcc.com.cNF/ysten-businessmbble/live/jiangsustv/1.m3u8?IASHttpSessionId=0=$FHD
江苏卫视,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/jiangsustv/index.m3u8?IAS$8M四川
江苏卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225702/index.m3u8
安徽卫视,http://39.134.168.91/PLTV/1/224/3221225548/index.m3u8
安徽卫视,http://39.134.198.32:6410/yst.live.scmobile.com/otvzte.scmcc.com.cNF/ysten-businessmbble/live/anhuistv/1.m3u8?IASHttpSessionId=0=$FHD
安徽卫视,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/anhuistv/index.m3u8?IAS$8M四川
安徽卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225691/index.m3u8
北京卫视,http://39.134.168.91/PLTV/1/224/3221225524/index.m3u8
北京卫视,http://39.134.168.91/PLTV/1/224/3221225526/index.m3u8
北京卫视,http://39.134.198.32:6410/yst.live.scmobile.com/otvzte.scmcc.com.cNF/ysten-businessmbble/live/beijingstv/1.m3u8?IASHttpSessionId=0=$FHD
北京卫视,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/beijingstv/index.m3u8?IAS$8M四川
北京卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225674/index.m3u8
深圳卫视,http://39.134.168.91/PLTV/1/224/3221225532/index.m3u8
深圳卫视,http://39.134.168.91/PLTV/1/224/3221225534/index.m3u8
深圳卫视,http://39.134.198.32:6410/yst.live.scmobile.com/otvzte.scmcc.com.cNF/ysten-businessmbble/live/hdshenzhenstv/1.m3u8?IASHttpSessionId=0=$FHD
天津卫视,http://39.134.168.91/PLTV/1/224/3221225594/index.m3u8
天津卫视,http://39.134.198.32:6410/yst.live.scmobile.com/otvzte.scmcc.com.cNF/ysten-businessmbble/live/tianjinstv/1.m3u8?IASHttpSessionId=0=$FHD
天津卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225698/index.m3u8
兵团卫视,http://39.134.168.91/PLTV/1/224/3221225634/index.m3u8
东南卫视,http://39.134.168.91/PLTV/1/224/3221225580/index.m3u8
东南卫视,http://39.134.198.32:6410/yst.live.scmobile.com/otvzte.scmcc.com.cNF/ysten-businessmbble/live/dongnanstv/1.m3u8?IASHttpSessionId=0=$FHD
东南卫视,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/dongnanstv/index.m3u8?IAS$8M四川
广东卫视,http://39.134.168.91/PLTV/1/224/3221225528/index.m3u8
广东卫视,http://39.134.168.91/PLTV/1/224/3221225530/index.m3u8
广东卫视,http://39.134.198.32:6410/yst.live.scmobile.com/otvzte.scmcc.com.cNF/ysten-businessmbble/live/guangdongstv/1.m3u8?IASHttpSessionId=0=$FHD
广东卫视,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/guangdongstv/index.m3u8?IAS$8M四川
湖北卫视,http://39.134.168.91/PLTV/1/224/3221225544/index.m3u8
湖北卫视,http://39.134.168.91/PLTV/1/224/3221225546/index.m3u8
湖北卫视,http://39.134.198.32:6410/yst.live.scmobile.com/otvzte.scmcc.com.cNF/ysten-businessmbble/live/hubeistv/1.m3u8?IASHttpSessionId=0=$FHD
湖北卫视,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/hubeistv/index.m3u8?IAS$8M四川
湖北卫视,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226310/1.m3u8
江西卫视,http://39.134.168.91/PLTV/1/224/3221225588/index.m3u8
江西卫视,http://117.148.187.57/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230667/01.m3u8?fmt=ts2hls=$4M
辽宁卫视,http://39.134.168.91/PLTV/1/224/3221225590/index.m3u8
辽宁卫视,http://39.134.198.32:6410/yst.live.scmobile.com/otvzte.scmcc.com.cNF/ysten-businessmbble/live/liaoningstv/1.m3u8?IASHttpSessionId=0=$FHD
辽宁卫视,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/liaoningstv/index.m3u8?IAS$8M四川
山东卫视,http://39.134.168.91/PLTV/1/224/3221225540/index.m3u8
山东卫视,http://39.134.168.91/PLTV/1/224/3221225542/index.m3u8
山东卫视,http://39.134.198.32:6410/yst.live.scmobile.com/otvzte.scmcc.com.cNF/ysten-businessmbble/live/shandongstv/1.m3u8?IASHttpSessionId=0=$FHD
山东卫视,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/shandongstv/index.m3u8?IAS$8M四川
重庆卫视,http://39.134.168.91/PLTV/1/224/3221225576/index.m3u8
重庆卫视,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/chongqingstv/index.m3u8?IAS$8M四川
重庆卫视,http://39.134.198.32:6410/yst.live.scmobile.com/otvzte.scmcc.com.cNF/ysten-businessmbble/live/chongqingstv/1.m3u8?IASHttpSessionId=0=$FHD
重庆卫视,http://hdtv.haust.edu.cn/hls/hls186.m3u8
重庆卫视,http://hdtv.haust.edu.cn/hls/hls68a41.m3u8
黑龙江卫视,http://39.134.168.91/PLTV/1/224/3221225536/index.m3u8
黑龙江卫视,http://39.134.168.91/PLTV/1/224/3221225538/index.m3u8
黑龙江卫视,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/hljtv1/index.m3u8?IAS$8M四川
黑龙江卫视,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225940/index.m3u8=$8M
黑龙江卫视,http://39.134.176.163/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230710/01.m3u8?fmt=ts2hls=$4M
贵州卫视,http://39.134.198.32:6410/yst.live.scmobile.com/otvzte.scmcc.com.cNF/ysten-businessmbble/live/guizhoustv/1.m3u8?IASHttpSessionId=0=$FHD
贵州卫视,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/guizhoustv/index.m3u8?IAS$8M四川
贵州卫视,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=41&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
河南卫视,http://39.134.168.91/PLTV/1/224/3221225584/index.m3u8
河南卫视,http://39.134.198.32:6410/yst.live.scmobile.com/otvzte.scmcc.com.cNF/ysten-businessmbble/live/henanstv/1.m3u8?IASHttpSessionId=0=$FHD
河南卫视,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/henanstv/index.m3u8?IAS$8M四川
甘肃卫视,http://39.134.168.91/PLTV/1/224/3221225636/index.m3u8
甘肃卫视,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=142&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
甘肃卫视,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225877/1.m3u8
广西卫视,http://39.134.168.91/PLTV/1/224/3221225598/index.m3u8
河北卫视,http://39.134.168.91/PLTV/1/224/3221225624/index.m3u8
河北卫视,http://39.134.198.32:6410/yst.live.scmobile.com/otvzte.scmcc.com.cNF/ysten-businessmbble/live/hebeistv/1.m3u8?IASHttpSessionId=0=$FHD
河北卫视,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/hebeistv/index.m3u8?IAS$8M四川
吉林卫视,http://39.134.168.91/PLTV/1/224/3221225586/index.m3u8
吉林卫视,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/jilinstv/index.m3u8?IAS$8M四川
吉林卫视,http://39.135.10.66/gz.ucdn.10086.cn/PLTV/88888888/224/3221225753/1/index.m3u8?fmt=ts2hls
吉林卫视,rtsp://183.252.166.199/PLTV/88888888/224/3221226792/48616745.smil
吉林卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225680/2/index.m3u8
吉林卫视,http://39.134.7.247/000000001000/1000000002000027730/1.m3u8
山西卫视,http://39.134.168.91/PLTV/1/224/3221225646/index.m3u8
山西卫视,http://223.110.247.161:6610/gitv/live1/SXWS/SXWS
山西卫视,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225895/1.m3u8
陕西卫视,http://39.134.168.91/PLTV/1/224/3221225628/index.m3u8
厦门卫视,http://39.134.168.91/PLTV/1/224/3221225640/index.m3u8
四川卫视,http://39.134.168.91/PLTV/1/224/3221225592/index.m3u8
四川卫视,http://39.134.198.32:6410/yst.live.scmobile.com/otvzte.scmcc.com.cNF/ysten-businessmbble/live/sichuanstv/1.m3u8?IASHttpSessionId=0=$FHD
四川卫视,http://39.134.198.8:6610/yst.live.scmobile.com/otvzte.scmcc.com.cNF:8080/ysten-business/live/sichuanstv/index.m3u8?IAS$8M四川
四川卫视,http://hdtv.haust.edu.cn/hls/hls185.m3u8
四川卫视,http://hdtv.haust.edu.cn/hls/hls67a42.m3u8
云南卫视,http://39.134.168.91/PLTV/1/224/3221225632/index.m3u8
云南卫视,http://39.130.215.222:6410/gitv_live/G_YUNNAN-HD/G_YUNNAN-HD.m3u8
云南卫视,http://223.110.245.159/ott.js.chinamobile.com/PLTV/3/224/3221225838/index.m3u8
云南卫视,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225902/1.m3u8
海南卫视,http://39.134.168.91/PLTV/1/224/3221225620/index.m3u8
海南卫视,http://221.179.217.9/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226427/1.m3u8
海南卫视,http://39.135.139.214:6610/PLTV/88888888/224/3221225722/2/index.m3u8
宁夏卫视,http://39.134.168.91/PLTV/1/224/3221225638/index.m3u8
宁夏卫视,http://223.110.245.151/ott.js.chinamobile.com/PLTV/3/224/3221225842/index.m3u8
宁夏卫视,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225892/1.m3u8
青海卫视,http://39.134.168.91/PLTV/1/224/3221225622/index.m3u8
青海卫视,http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=5abd1660af1babb4&Fsv_filetype=1&Fsv_ctype=LIVES&Fsv_cid=0&Fsv_chan_hls_se_idx=206&Fsv_rate_id=0&Fsv_SV_PARAM1=0&Fsv_ShiftEnable=0&Fsv_ShiftTsp=0&Provider_id=&Pcontent_id=&Fsv_CMSID=&Fsv_otype=1
青海卫视,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225893/1.m3u8
内蒙古视,http://39.134.168.91/PLTV/1/224/3221225626/index.m3u8
内蒙古卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225667/index.m3u8
内蒙古卫视,http://223.110.245.161/ott.js.chinamobile.com/PLTV/3/224/3221225836/index.m3u8
内蒙古卫视,http://111.13.111.242/otttv.bj.chinamobile.com/PLTV/88888888/224/3221225891/1.m3u8
西藏卫视,http://39.134.168.91/PLTV/1/224/3221225648/index.m3u8
新疆卫视,http://223.110.247.161:6610/gitv/live1/G_XINJIANG/G_XINJIANG
新疆卫视,http://101.71.255.229:6610/zjhs/2/10050/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
外国,#genre#
日本24h新闻,https://n24-cdn-live.ntv.co.jp/ch01/High.m3u8
Australia Channel,https://austchannel-live.akamaized.net/hls/live/2002729/austchannel-news/master.m3u8
CBN News,https://bcliveunivsecure-lh.akamaihd.net/i/iptv1_1@500579/master.m3u8
Sky News,https://skynews2-plutolive-vo.akamaized.net/cdhlsskynewsamericas/1013/latest.m3u8?serverSideAds=true#https://skynewsau-live.akamaized.net/hls/live/2002691/skynewsau-extra3/master.m3u8
BBC News UK,http://51.52.156.22:8888/http/004
法国24台,http://static.france24.com/live/F24_EN_LO_HLS/live_web.m3u8
墨西哥卫视,http://bcoveliveios-i.akamaihd.net/hls/live/201661/57828478001/milenio_center_512k@51752.m3u8
俄罗斯IZ,http://hls-igi.cdnvideo.ru/igi/igi_hq/playlist.m3u8
荷兰 West,http://d2dslh4sd7yvc1.cloudfront.net/live/omroepwest/ngrp:tv-feed_all/playlist.m3u8
俄罗斯时尚频道,http://95.67.47.115/hls/hdfashion_ua_hi/index.m3u8
VB,http://live.tv2bornholm.dk/stream/live/chunklist.m3u8
NHK,https://nhkwlive-xjp.akamaized.net/hls/live/2003458/nhkwlive-xjp-en/index_1M.m3u8
CNN,http://1111296894.rsc.cdn77.org/ls-54548-1/tracks-v1a1/mono.m3u8
FOX NEWS,http://1111296894.rsc.cdn77.org/ls-54548-2/tracks-v1a1/mono.m3u8
测试,#genre#
ChinaMovie,P2p://198.255.74.56:41196/602fedc100074a2379f970482cbe3292
卫视电影台,P2p://198.255.74.56:41196/602fedc1000673ab79f97011a9288d96
卫视中文台,P2p://198.255.74.56:41196/602fedc10004bdd479f96fa1caaa3277
卫视西片,P2p://198.255.74.56:41196/602fedc10003ee4779f96f6cce048445
LSTime电影台,P2p://198.255.74.56:41196/602fedc10003134a79f96f348888a3c7
CinemaWorld,P2p://198.255.74.56:41196/602fedc0000ee2f179f96e5271d29cde
美亚电影台,P2p://198.255.74.56:41196/602fedc0000dfb8579f96e16cab1e51e
星卫HD电影,P2p://198.255.74.56:41196/602fedc0000d1bf479f96ddd873f4664
纬来电影台,P2p://198.255.74.56:41196/602fede300016ef479f9f398e3e7cb8b
东森电影台,P2p://198.255.74.56:41196/602fede2000ba14779f9f24c283e764d
东森洋片台,P2p://198.255.74.56:41196/602fede2000b5c0b79f9f23b09179e4d
壹电视电影台,P2p://198.255.74.56:41196/602fedd20000527879f9b0e723a64e64
龙华洋片,P2p://198.255.74.56:41196/602feddd00057bd879f9dd3209e8fcbf
纬来体育台,P2p://198.255.74.56:41196/602fede30000915e79f9f35f49507469
爱尔达体育1,P2p://198.255.74.56:41196/602fedcb000c797579f998ac0e885004
博斯运动一台,P2p://198.255.74.56:41196/602fedcb0009a34c79f997f298f75a88
FOXSPORTS 3,P2p://198.255.74.56:41196/602fedc600085dd479f98416168fcd0a
亚洲旅游台,P2p://198.255.74.56:41196/602fedc60004030f79f982f9745cb36d
东森新闻台,P2p://198.255.74.56:41196/602fede2000d50d079f9f2bbb444676e
TVBS新闻台,P2p://198.255.74.56:41196/602fedd70001ec0579f9c4d8abc2d638
中天新闻台,P2p://198.255.74.56:41196/602fedd70008e0df79f9c6a02d3b45d0
中视新闻,P2p://198.255.74.56:41196/602fede9000ac93179fa0d6d25eb843d
民视新闻台,P2p://198.255.74.56:41196/602fede90008239479fa0cc08537422f
台视新闻,P2p://198.255.74.56:41196/602fede9000620bc79fa0c3c7dc9e08d
年代新闻台,P2p://198.255.74.56:41196/602fede30005061879f9f483fc5de491
非凡新闻台,P2p://198.255.74.56:41196/602fede30004182e79f9f446345894ef
壹电视新闻台,P2p://198.255.74.56:41196/602feddd0007412e79f9dda6af5b90b0
寰宇新闻,P2p://198.255.74.56:41196/602fedcc0001a5af79f999cea86390a1
中视,P2p://198.255.74.56:41196/602fede9000ba5a379fa0da5225a9874
公视,P2p://198.255.74.56:41196/602fede90009e93f79fa0d34aab3e0fb
民视,P2p://198.255.74.56:41196/602fede90007335579fa0c822a1ccb8e
台视,P2p://198.255.74.56:41196/602fede900065cdc79fa0c4b724818fc
华视,P2p://198.255.74.56:41196/602fede30005e20f79f9f4bca653e3e3
纬来综合台,P2p://198.255.74.56:41196/602fede300025bc479f9f3d569d87da9
中天综合台,P2p://198.255.74.56:41196/602fedd70008029c79f9c6674a785703
中天亚洲台,P2p://198.255.74.56:41196/602fedd70007302b79f9c631b7cb6bc6
TVBS欢乐台,P2p://198.255.74.56:41196/602fedd70001a13279f9c4c5af8ddeb2
TVBS,P2p://198.255.74.56:41196/602fedd20008090e79f9b2e121140cfd
JET综合台,P2p://198.255.74.56:41196/602fedcc00036d1c79f99a43684d9b0c
台视综合,P2p://198.255.74.56:41196/602fedcc000288af79f99a08546c851e
